"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Site_ID","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Collar_height","Collar_depth","Chamber_area","Time_of_day","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes","Site2","Site.match"
35,"2008-10-01",951,"Haynes",NA,"Q10","BBL","USA","Wisconsin","Haynes1","US-BOJ-CK",1992,1,46.17,-89.67,"","None","",NA,"31","Pinus resinosa","Temperate","Evergreen Forest","Managed","Evergreen","Mature","Haplorthod (loamy fine sand)","Dry",NA,NA,NA,NA,NA,4.2,586,NA,NA,"","Alkali absorption",NA,NA,615.44,"",30,0.6,"Exclusion",483,20,29,NA,362,496,0.42,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,215.5,618,151,200.2,351.2,NA,NA,42.4,NA,NA,NA,NA,431,NA,NA,NA,"Model units corrected from mg CO2/m2/hr","46.17 -89.67","46.25 -89.75"
36,"2008-10-01",951,"Haynes",NA,"Q10","BBL","USA","Wisconsin","Haynes1","US-BOJ-300N",1992,1,46.17,-89.67,"","Fertilization","300 kgN/ha/yr",NA,"31","Pinus resinosa","Temperate","Evergreen Forest","Managed","Evergreen","Mature","Haplorthod (loamy fine sand)","Dry",NA,NA,NA,NA,NA,4.2,586,NA,NA,"","Alkali absorption",NA,NA,615.44,"",30,0.6,"Exclusion",374,7,54,NA,-16,390,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,215.5,253,187,0,187,NA,NA,38.8,NA,NA,NA,NA,431,NA,NA,NA,"Model units corrected from mg CO2/m2/hr","46.17 -89.67","46.25 -89.75"
37,"2008-10-01",951,"Haynes",NA,"Q10","BBL","USA","Wisconsin","Haynes1","US-BOJ-CK",1993,1,46.17,-89.67,"","None","",NA,"31","Pinus resinosa","Temperate","Evergreen Forest","Managed","Evergreen","Mature","Haplorthod (loamy fine sand)","Dry",NA,NA,NA,NA,NA,4.2,586,NA,NA,"","Alkali absorption",NA,NA,615.44,"",30,0.6,"Exclusion",505,20,29,NA,362,496,0.42,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,215.5,791,110,241.2,351.2,NA,NA,42.4,NA,NA,NA,NA,431,NA,NA,NA,"Model units corrected from mg CO2/m2/hr","46.17 -89.67","46.25 -89.75"
38,"2008-10-01",951,"Haynes",NA,"Q10","BBL","USA","Wisconsin","Haynes1","US-BOJ-300N",1993,1,46.17,-89.67,"","Fertilization","300 kgN/ha/yr",NA,"31","Pinus resinosa","Temperate","Evergreen Forest","Managed","Evergreen","Mature","Haplorthod (loamy fine sand)","Dry",NA,NA,NA,NA,NA,4.2,586,NA,NA,"","Alkali absorption",NA,NA,615.44,"",30,0.6,"Exclusion",404,6,54,NA,14,390,0.03,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,215.5,342,164,0,164,NA,NA,38.8,NA,NA,NA,NA,431,NA,NA,NA,"Model units corrected from mg CO2/m2/hr","46.17 -89.67","46.25 -89.75"
39,"2008-10-01",754,"Bowden",NA,"","BBL","USA","Massachusetts","Harvard","US-HAR",1991,1,42.5,-72.15,"","None","",140,"80","Quercus borealis; Acer rubrum; Betula papyrifera","Temperate","Deciduous Forest","Natural","Deciduous","Mature","Inceptisol, Charlton series","Dry",NA,NA,NA,NA,NA,6,1172,NA,NA,"","Alkali absorption",20,NA,593.66,"",7,0.25,"Exclusion",371,NA,NA,137,122,249,0.33,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,29.7,NA,NA,NA,NA,293,NA,NA,NA,"","42.5 -72.15","42.75 -72.25"
40,"2008-10-01",461,"Buyanovsky",NA,"Q01","BBL","USA","Missouri","Tucker Prairie Research Station","US-TPR-GRA",1985,3,38.9,-92.33,"","None","",NA,"1","Andropogon gerardi","Temperate","Grassland","Natural","Deciduous","Aggrading","Silt loam","Dry",0.95,NA,NA,NA,NA,12.5,973,790,NA,"","Alkali absorption",NA,NA,NA,"",20,1,"Isotope",316,NA,NA,55,87,229,0.28,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,450,215,235,235,NA,193,235,428,NA,NA,NA,NA,408,NA,801,801,10750,NA,NA,"Rs estimated from graph","38.9 -92.33","38.75 -92.25"
41,"2008-10-02",461,"Buyanovsky",NA,"Q01","BBL","USA","Missouri","Sanborn Field","US-TPR-CRO",1985,3,38.9,-92.33,"","None","",NA,"1","Triticum aestivum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Silt loam","Dry",1.37,NA,NA,NA,NA,12.5,973,790,NA,"","Alkali absorption",NA,NA,NA,"",20,1,"Isotope",330,NA,NA,124,45,285,0.14,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,543,253,290,290,NA,90,338,428,NA,NA,NA,NA,NA,NA,NA,290,6750,NA,NA,"Rs estimated from graph","38.9 -92.33","38.75 -92.25"
44,"2008-10-02",2459,"Subke",NA,"","BBL","Germany","","Wiedenbrunnen2","DE-WIE",1999,4,50.13,11.87,"760","None","",NA,"112","Picea abies","Temperate","Evergreen Forest","Natural","Evergreen","Mature","Cambic podzol","Dry",NA,NA,NA,NA,NA,6,1019,NA,NA,"","IRGA",NA,1.5,315,"",0.04,0.67,"",560,22,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","50.13 11.87","50.25 11.75"
46,"2008-10-02",1565,"Buchmann",NA,"","BBL","Germany","","Wiedenbrunnen","DE-WIE-47YR",1997.5,1,50.13,11.87,"770","None","",NA,"47","Picea abies","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Cambic podzol","Dry",NA,NA,NA,NA,NA,5.8,890,NA,NA,"","IRGA",10,6.5,78.5,"",30,0.58,"Exclusion",710,NA,NA,107,210,500,0.3,NA,NA,NA,NA,0.73,NA,NA,NA,"",NA,NA,NA,NA,NA,290,290,NA,240,290,530,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","50.13 11.87","50.25 11.75"
60,"2008-10-03",1416,"Andrews",NA,"","BBL","USA","North Carolina","Duke FACE","US-NCL-PROTOTYPE",1997,1,36.07,-79.1,"","None","",NA,"15","Pinus taeda","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Ultic alfisol","Dry",NA,NA,NA,NA,NA,15.5,1140,NA,NA,"","Isotope",15,3,730.25,"",60,1,"Isotope",956,NA,NA,NA,289,667,0.3,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,798.3,NA,NA,119,NA,302.5,119,421.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","36.07 -79.1","36.25 -79.25"
61,"2008-10-04",1736,"Andrews",NA,"","BBL","USA","North Carolina","Duke FACE","US-DkF-CK",1997,1,36.07,-79.1,"","None","",NA,"15","Pinus taeda","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Ultic alfisol","Dry",NA,NA,NA,NA,NA,15.5,1140,NA,NA,"","Alkali absorption",NA,3,78.5,"",60,1,"",1067,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","36.07 -79.1","36.25 -79.25"
62,"2008-10-04",1736,"Andrews",NA,"","BBL","USA","North Carolina","Duke FACE","US-DkF-CK",1998,1,36.07,-79.1,"","None","",NA,"15","Pinus taeda","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Ultic alfisol","Dry",NA,NA,NA,NA,NA,15.5,1140,NA,NA,"","Alkali absorption",NA,3,78.5,"",60,1,"",928,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","36.07 -79.1","36.25 -79.25"
63,"2008-10-04",1736,"Andrews",NA,"","BBL","USA","North Carolina","Duke FACE","US-DkF-575PPM",1997,1,36.07,-79.1,"","CO2","575 ppm",NA,"15","Pinus taeda","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Ultic alfisol","Dry",NA,NA,NA,NA,NA,15.5,1140,NA,NA,"","Alkali absorption",NA,3,78.5,"",60,1,"",1183,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","36.07 -79.1","36.25 -79.25"
64,"2008-10-04",1736,"Andrews",NA,"","BBL","USA","North Carolina","Duke FACE","US-DkF-575PPM",1998,1,36.07,-79.1,"","CO2","575 ppm",NA,"15","Pinus taeda","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Ultic alfisol","Dry",NA,NA,NA,NA,NA,15.5,1140,NA,NA,"","Alkali absorption",NA,3,78.5,"",60,1,"",1176,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","36.07 -79.1","36.25 -79.25"
65,"2008-10-04",1263,"Arneth",NA,"","BBL","New Zealand","","Arneth1","NZ-ARN",1995,3,-42.87,172.75,"198","None","",NA,"8","Pinus radiata","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Inceptisol, Ustrochrept","Dry",NA,NA,NA,NA,NA,10.8,658,NA,10,"696","IRGA",NA,NA,NA,"",NA,NA,"Subtraction",950,40,NA,NA,640,310,0.67,NA,NA,NA,NA,NA,NA,NA,NA,"",1810,1220,590,940,NA,NA,200,NA,110,200,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-42.87 172.75","-42.75 172.75"
66,"2008-10-04",1262,"Arneth",NA,"","BBL","New Zealand","","Balmoral Forest plantation","NZ-BFP",1996,1,-42.87,172.75,"198","None","",NA,"0","Pinus radiata","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Balmoral stony sandy loam","Dry",NA,NA,NA,NA,NA,10.8,547,NA,9.9,"532","IRGA",NA,2.5,81,"",NA,NA,"",370,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1690,1190,500,880,NA,NA,200,NA,110,200,310,NA,NA,NA,NA,NA,NA,3400,NA,NA,4300,65,"Good refs on problems w/ static alkali technique","-42.87 172.75","-42.75 172.75"
67,"2008-10-04",1262,"Arneth",NA,"","BBL","New Zealand","","Balmoral Forest plantation","NZ-BFP",1997,1,-42.87,172.75,"198","None","",NA,"0","Pinus radiata","Temperate","Evergreen Forest","Managed","Evergreen","Aggrading","Balmoral stony sandy loam","Dry",NA,NA,NA,NA,NA,10.8,640,NA,9.5,"715","IRGA",NA,2.5,81,"",NA,NA,"",440,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1840,1120,720,1060,NA,NA,200,NA,110,200,310,NA,NA,NA,NA,NA,NA,3400,NA,NA,4300,65,"Good refs on problems w/ static alkali technique","-42.87 172.75","-42.75 172.75"
68,"2008-10-04",231,"Chapin",NA,"","BBL","USA","Alaska","Barrow","US-ALB",1970.5,2,71.3,-156.67,"","None","",NA,"","Mix","Arctic","Shrubland","Natural","Deciduous","Mature","","Wet",NA,NA,NA,NA,NA,-12.6,132,NA,NA,"","Subtraction",NA,NA,NA,"",NA,NA,"Subtraction",62,NA,NA,NA,40,22,0.65,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,91,47,44,44,NA,30,0,30,NA,NA,NA,NA,75,NA,251,NA,18992,18992,NA,"","71.3 -156.67","71.25 -156.75"
69,"2008-10-04",3179,"Vogel",NA,"","BBL","USA","Alaska","Bonanza Creek","US-BOC-CKHNP",2001,1.5,64.8,-147.87,"580","None","",NA,"110","Picea mariana","Boreal","Evergreen Forest","Natural","Evergreen","Mature","Loess","Dry",NA,NA,NA,NA,NA,-3.3,269,NA,NA,"","IRGA",NA,3,181.37,"",10,0.42,"Exclusion",296,NA,NA,NA,135,161,0.46,NA,NA,NA,0.19,NA,NA,NA,NA,"",NA,NA,NA,NA,47.1,NA,NA,NA,48,NA,NA,NA,NA,NA,4430,NA,NA,NA,NA,NA,NA,NA,"","64.8 -147.87","64.75 -147.75"
70,"2008-10-05",3179,"Vogel",NA,"","BBL","USA","Alaska","Bonanza Creek","US-BOC-CKMDP",2001,1.5,64.8,-147.87,"184","None","",NA,"75","Picea mariana","Boreal","Evergreen Forest","Natural","Evergreen","Mature","Loess","Dry",NA,NA,NA,NA,NA,-3.3,269,NA,NA,"","IRGA",NA,3,181.37,"",10,0.42,"Exclusion",206,NA,NA,NA,34,172,0.17,NA,NA,NA,0.29,NA,NA,NA,NA,"",NA,NA,NA,NA,55.7,NA,NA,NA,58,NA,NA,NA,NA,NA,3395,NA,NA,NA,NA,NA,NA,NA,"","64.8 -147.87","64.75 -147.75"
71,"2008-10-05",3179,"Vogel",NA,"","BBL","USA","Alaska","Bonanza Creek","US-BOC-ICKLSP",2001,1.5,64.8,-147.87,"124","None","",NA,"120","Picea mariana","Boreal","Evergreen Forest","Natural","Evergreen","Mature","Loess","Dry",NA,NA,NA,NA,NA,-3.3,269,NA,NA,"","IRGA",NA,3,181.37,"",10,0.42,"Exclusion",192,NA,NA,NA,28,164,0.15,NA,NA,NA,0.29,NA,NA,NA,NA,"",NA,NA,NA,NA,50.9,NA,NA,NA,41,NA,NA,NA,NA,NA,4618,NA,NA,NA,NA,NA,NA,NA,"","64.8 -147.87","64.75 -147.75"
72,"2008-10-05",1438,"Epron",NA,"","BBL","France","","Hesse Forest","FR-HEF",1997,1,48.67,7.08,"305","None","",NA,"30","Fagus sylvatica","Temperate","Deciduous Forest","Unmanaged","Deciduous","Aggrading","Gleyic luvisol","Dry",0.85,NA,NA,NA,NA,9.2,820,NA,NA,"","IRGA",NA,1.5,72,"",21,1,"Exclusion",660,NA,NA,NA,264,396,0.4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,60,NA,140,60,200,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","48.67 7.08","48.75 7.25"
73,"2008-10-05",1777,"Epron",NA,"","BBL","France","","Hesse Forest","FR-HEF",1997,1,48.67,7.08,"305","None","",NA,"30","Fagus sylvatica","Temperate","Deciduous Forest","Unmanaged","Deciduous","Aggrading","Gleyic luvisol","Dry",0.85,NA,NA,NA,NA,9.2,820,NA,NA,"","IRGA",NA,10,72,"",20,0.83,"Exclusion",660,NA,NA,NA,343,317,0.52,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,60,NA,140,60,200,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","48.67 7.08","48.75 7.25"
74,"2008-10-05",313,"Edwards",NA,"","BBL","USA","Tennessee","Oak Ridge","US-TOR-CK",1981,2,35.99,-84.29,"","None","",NA,"85","Quercus spp.","Temperate","Deciduous Forest","Natural","Deciduous","Mature","Typic Paleudults","Dry",NA,NA,NA,NA,NA,14,1500,NA,NA,"","Alkali absorption",12,NA,660,"",30,1,"Extraction",529,NA,NA,NA,504,25,0.95,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3300,45,"","35.99 -84.29","35.75 -84.25"
75,"2008-10-05",313,"Edwards",NA,"","BBL","USA","Tennessee","Oak Ridge","US-TOR-RR",1981,2,35.99,-84.29,"","Clearcut","",NA,"0","Quercus spp.","Temperate","Deciduous Forest","Natural","Deciduous","Aggrading","Typic Paleudults","Dry",NA,NA,NA,NA,NA,14,1500,NA,NA,"","Alkali absorption",12,NA,660,"",30,1,"Extraction",483,NA,NA,NA,441,42,0.91,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,3300,45,"","35.99 -84.29","35.75 -84.25"
76,"2008-10-05",313,"Edwards",NA,"","BBL","USA","Tennessee","Oak Ridge","US-TOR-RL",1981,2,35.99,-84.29,"","Clearcut","",NA,"0","Quercus spp.","Temperate","Deciduous Forest","Natural","Deciduous","Aggrading","Typic Paleudults","Dry",NA,NA,NA,NA,NA,14,1500,NA,NA,"","Alkali absorption",12,NA,660,"",30,1,"Extraction",492,NA,NA,NA,459,33,0.93,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,3300,45,"","35.99 -84.29","35.75 -84.25"
78,"2008-10-05",1009,"Trumbore",NA,"","BBL","Brazil","Pará","Paragominas","BR-PAR",1995,1,-2.98,-47.52,"","None","",NA,"","Mix","Tropical","Evergreen Forest","Natural","Evergreen","Mature","Kaolinitic yellow Latosols","Dry",NA,NA,NA,NA,NA,NA,1750,NA,NA,"","IRGA",10,1.5,314,"",90,1,"Isotope",2400,NA,NA,NA,1510,890,0.63,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,280,NA,450,280,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,10200,NA,": Check Davidson 1995 (#932), same site","-2.98 -47.52","-2.75 -47.75"
79,"2008-10-05",2877,"Bolstad",NA,"","BBL","USA","North Carolina","Coweeta","US-COW-F1",1997,1,35.08,-85.5,"768","None","",NA,"75","Liriodendron tulipifera","Temperate","Deciduous Forest","Natural","Deciduous","Mature","Saunook complex","Dry",NA,NA,NA,NA,NA,12.9,1796,NA,NA,"","IRGA",NA,NA,NA,"",1.1,1,"",1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6,16160,NA,NA,NA,47,NA,15430,NA,"","35.08 -85.5","35.25 -85.75"
80,"2008-10-06",2877,"Bolstad",NA,"","BBL","USA","North Carolina","Coweeta","US-COW-F2",1997,1,35.08,-85.5,"768","None","",NA,"75","Quercus prinus","Temperate","Deciduous Forest","Natural","Deciduous","Mature","Saunook complex","Dry",NA,NA,NA,NA,NA,12.9,1796,NA,NA,"","IRGA",NA,NA,NA,"",1.1,1,"",1240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1,18100,NA,NA,NA,23,NA,24060,NA,"","35.08 -85.5","35.25 -85.75"
81,"2008-10-06",2877,"Bolstad",NA,"","BBL","USA","North Carolina","Coweeta","US-COW-F3",1997,1,35.08,-85.5,"768","None","",NA,"75","Acer rubrum","Temperate","Deciduous Forest","Natural","Deciduous","Mature","Saunook complex","Dry",NA,NA,NA,NA,NA,12.9,1796,NA,NA,"","IRGA",NA,NA,NA,"",1.1,1,"",1220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3,14790,NA,NA,NA,74,NA,20580,NA,"","35.08 -85.5","35.25 -85.75"
82,"2008-10-06",2877,"Bolstad",NA,"","BBL","USA","North Carolina","Coweeta","US-COW-F4",1997,1,35.08,-85.5,"768","None","",NA,"75","Liriodendron tulipifera","Temperate","Deciduous Forest","Natural","Deciduous","Mature","Saunook complex","Dry",NA,NA,NA,NA,NA,12.9,1796,NA,NA,"","IRGA",NA,NA,NA,"",1.1,1,"",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,11760,NA,NA,NA,39,NA,12980,NA,"","35.08 -85.5","35.25 -85.75"
83,"2008-10-06",2877,"Bolstad",NA,"","BBL","USA","North Carolina","Coweeta","US-COW-P1",1997,1,35.08,-85.5,"768","None","",NA,"","Festuca-Panicum mix","Temperate","Grassland","Managed","Deciduous","Mature","Saunook complex","Dry",NA,NA,NA,NA,NA,12.9,1796,NA,NA,"","IRGA",NA,NA,NA,"",1.1,1,"",1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,160,NA,NA,NA,63,NA,13180,NA,"","35.08 -85.5","35.25 -85.75"
84,"2008-10-06",2877,"Bolstad",NA,"","BBL","USA","North Carolina","Coweeta","US-COW-P2",1997,1,35.08,-85.5,"768","None","",NA,"","Festuca-Panicum mix","Temperate","Grassland","Managed","Deciduous","Mature","Saunook complex","Dry",NA,NA,NA,NA,NA,12.9,1796,NA,NA,"","IRGA",NA,NA,NA,"",1.1,1,"",1170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,240,NA,NA,NA,39,NA,12060,NA,"","35.08 -85.5","35.25 -85.75"
85,"2008-10-06",2877,"Bolstad",NA,"","BBL","USA","North Carolina","Coweeta","US-COW-P3",1997,1,35.08,-85.5,"768","None","",NA,"","Festuca-Panicum mix","Temperate","Grassland","Managed","Deciduous","Mature","Saunook complex","Dry",NA,NA,NA,NA,NA,12.9,1796,NA,NA,"","IRGA",NA,NA,NA,"",1.1,1,"",1030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,140,NA,NA,NA,71,NA,21180,NA,"","35.08 -85.5","35.25 -85.75"
86,"2008-10-06",2877,"Bolstad",NA,"","BBL","USA","North Carolina","Coweeta","US-COW-P4",1997,1,35.08,-85.5,"768","None","",NA,"","Festuca-Panicum mix","Temperate","Grassland","Managed","Deciduous","Mature","Saunook complex","Dry",NA,NA,NA,NA,NA,12.9,1796,NA,NA,"","IRGA",NA,NA,NA,"",1.1,1,"",1180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,220,NA,NA,NA,28,NA,12170,NA,"","35.08 -85.5","35.25 -85.75"
87,"2008-10-06",2293,"Grunzweig",NA,"Q01","BBL","Israel","","Yatir","IL-YAT",2000.5,1,31.35,35.05,"","None","",NA,"37","Pinus halepensis","Mediterranean","Evergreen Forest","Managed","Evergreen","Mature","Rendzina","Dry",NA,NA,NA,NA,NA,22,270,NA,NA,"","IRGA",4,NA,78.5,"",14,1,"",192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,NA,NA,NA,NA,NA,3700,NA,"Estimating Rs from figure","31.35 35.05","31.25 35.25"
88,"2008-10-06",2396,"O'Connell",NA,"","BBL","Canada","Saskatchewan","BOREAS SSA-OBS","CA-BSO-MID",1998.5,2,53.99,-105.12,"","None","",NA,"118","Picea mariana","Boreal","Evergreen Forest","Natural","Evergreen","Mature","Clay-sand","Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","IRGA",NA,2,176.63,"",40,1,"Exclusion",564,NA,NA,NA,124,440,0.22,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,399.5,155,244.5,117.5,NA,56,117.5,173.5,NA,5.6,30,6900,NA,NA,1070,40,3350,39036,NA,"","53.99 -105.12","53.75 -105.25"
89,"2008-10-06",2396,"O'Connell",NA,"","BBL","Canada","Saskatchewan","BOREAS SSA-BSSP","CA-BSO-WET",1998.5,2,53.99,-105.12,"","None","",NA,"118","Picea mariana","Boreal","Evergreen Forest","Natural","Evergreen","Mature","Clay-sand","Wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","IRGA",NA,2,176.63,"",40,1,"Exclusion",319,NA,NA,NA,54,265,0.17,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,138,48,90,86,NA,56,86,142,NA,5.6,30,1930,NA,NA,270,40,8440,39036,NA,"","53.99 -105.12","53.75 -105.25"
90,"2008-10-07",1925,"Widen",NA,"","BBL","Sweden","","Norunda-N","SE-NON",1999,1,60.08,17.5,"45","None","",NA,"34","Picea abies","Boreal","Evergreen Forest","Natural","Evergreen","Mature","Dystric Regosol","Dry",NA,NA,NA,NA,NA,5.5,527,NA,NA,"","IRGA",NA,0.5,NA,"",30,0.5,"Extraction",98,NA,NA,NA,29,69,0.29,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,NA,NA,NA,"","60.08 17.5","60.25 17.25"
91,"2008-10-07",1925,"Widen",NA,"","BBL","Sweden","","Norunda-SW","SE-NSW",1999,1,60.08,17.5,"45","None","",NA,"50","Picea abies","Boreal","Evergreen Forest","Natural","Evergreen","Mature","Dystric Regosol","Dry",NA,NA,NA,NA,NA,5.5,527,NA,NA,"","IRGA",NA,0.5,NA,"",30,0.5,"Extraction",149,NA,NA,NA,49,100,0.33,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,NA,NA,NA,"","60.08 17.5","60.25 17.25"
92,"2008-10-07",2037,"Irvine",NA,"Q01","BBL","USA","Oregon","Metiolus-Y","US-MET-SITEY",1999,1,44.5,-121.52,"","None","",NA,"14","Pinus ponderosa","Temperate","Evergreen Forest","Unmanaged","Evergreen","Aggrading","Ultic haploxeralfs sandy loam","Dry",NA,NA,65,25,10,7.5,552,NA,NA,"","IRGA",13,10.5,89.87,"",30,1,"Extraction",519,68,50,NA,265,248,0.52,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,150,NA,50,150,200,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R10 estimated from figure","44.5 -121.52","44.75 -121.75"
93,"2008-10-07",2037,"Irvine",NA,"","BBL","USA","Oregon","Metiolus-O","US-MET-SITEO",1999,1,44.42,-121.51,"","None","",NA,"250","Pinus ponderosa","Temperate","Evergreen Forest","Natural","Evergreen","Mature","Alfic vitrixerand sandy loam","Dry",NA,NA,62,30,8,8.1,524,NA,NA,"","IRGA",13,10.5,89.87,"",30,1,"Extraction",499,32,62,NA,235,276,0.46,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,408,136,272,141,NA,132,141,273,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","44.42 -121.51","44.25 -121.75"
